"Nhóm","ID","Nhãn","Kiểu","Đã lưu","Giá trị đang lưu","Giá trị mặc định"
"Trang Về chúng tôi","about_story_img","Ảnh câu chuyện","image","Chưa","",""
"Trang Về chúng tôi","about_story_title","Tiêu đề","text","Có","Hoàn Thiện Hành Trình Chăm Sóc Da Khoa Học Của Bạn","Hoàn Thiện Hành Trình Chăm Sóc Da Khoa Học Của Bạn"
"Trang Về chúng tôi","about_story_body_1","Đoạn văn 1","textarea","Có","Pharma Cosmetics tự hào không chỉ là nền tảng thương mại điện tử uy tín, chuyên cung cấp các sản phẩm dược mỹ phẩm và thực phẩm chức năng nhập khẩu chính ngạch từ hơn 400 thương hiệu toàn cầu, mà còn là người đồng hành tận tâm trên hành trình chăm sóc da của bạn.","Pharma Cosmetics tự hào không chỉ là nền tảng thương mại điện tử uy tín, chuyên cung cấp các sản phẩm dược mỹ phẩm và thực phẩm chức năng nhập khẩu chính ngạch từ hơn 400 thương hiệu toàn cầu, mà còn là người đồng hành tận tâm trên hành trình chăm sóc da của bạn."
"Trang Về chúng tôi","about_story_body_2","Đoạn văn 2","textarea","Có","Tiếp nối hành trình đó, Phòng trị liệu da SKIN HEALTH BEAUTY ra đời mảnh ghép hoàn hảo, nơi mọi kiến thức và sản phẩm được hiện thực hóa thành liệu trình điều trị cá nhân hóa, bài bản và hiệu quả.","Tiếp nối hành trình đó, Phòng trị liệu da SKIN HEALTH BEAUTY ra đời — mảnh ghép hoàn hảo, nơi mọi kiến thức và sản phẩm được hiện thực hóa thành liệu trình điều trị cá nhân hóa, bài bản và hiệu quả."
"Trang Về chúng tôi","about_story_blockquote","Trích dẫn (quote)","textarea","Có","Sự kết hợp giữa Pharma Cosmetics và SKIN HEALTH BEAUTY tạo ra một hệ sinh thái chăm sóc da toàn diện từ sản phẩm chính hãng đến liệu trình điều trị chuyên sâu.","Sự kết hợp giữa Pharma Cosmetics và SKIN HEALTH BEAUTY tạo ra một hệ sinh thái chăm sóc da toàn diện — từ sản phẩm chính hãng đến liệu trình điều trị chuyên sâu."
"Trang Về chúng tôi","about_story_cite","Nguồn trích dẫn","text","Có","Pharma Cosmetics & SKIN HEALTH BEAUTY","Pharma Cosmetics & SKIN HEALTH BEAUTY"
"Trang Về chúng tôi","about_mission_eyebrow","Eyebrow nhỏ","text","Có","Hệ sinh thái chăm sóc da","Hệ sinh thái chăm sóc da"
"Trang Về chúng tôi","about_mission_title","Tiêu đề section","text","Có","Pharma Cosmetics & SKIN HEALTH BEAUTY","Pharma Cosmetics & SKIN HEALTH BEAUTY"
"Trang Về chúng tôi","about_mission_card1_title","Card Pharma — Tiêu đề","text","Có","Pharma Cosmetics - Mua sắm thông minh","Pharma Cosmetics — Mua sắm thông minh"
"Trang Về chúng tôi","about_mission_card1_desc","Card Pharma — Mô tả","textarea","Có","400+ thương hiệu dược mỹ phẩm nhập khẩu chính ngạch. Tư vấn sản phẩm theo tình trạng da và mục tiêu điều trị.","400+ thương hiệu dược mỹ phẩm nhập khẩu chính ngạch. Tư vấn sản phẩm theo tình trạng da và mục tiêu điều trị."
"Trang Về chúng tôi","about_mission_card2_title","Card SHB — Tiêu đề","text","Có","SKIN HEALTH BEAUTY — Trị liệu chuyên sâu","SKIN HEALTH BEAUTY — Trị liệu chuyên sâu"
"Trang Về chúng tôi","about_mission_card2_desc","Card SHB — Mô tả","textarea","Có","Liệu trình điều trị da cá nhân hóa 1:1. Chỉ dùng sản phẩm chính hãng từ Pharma Cosmetics, đảm bảo an toàn và hiệu quả tối ưu.","Liệu trình điều trị da cá nhân hóa 1:1. Chỉ dùng sản phẩm chính hãng từ Pharma Cosmetics — đảm bảo an toàn và hiệu quả tối ưu."
"Trang Về chúng tôi","about_pillar_1_title","Pillar 1 — Tiêu đề","text","Có","Chăm sóc tại nhà","Chăm sóc tại nhà"
"Trang Về chúng tôi","about_pillar_1_body","Pillar 1 — Mô tả","textarea","Có","Sản phẩm dược mỹ phẩm chính hãng được chuyên gia tư vấn lựa chọn phù hợp với từng làn da.","Sản phẩm dược mỹ phẩm chính hãng được chuyên gia tư vấn lựa chọn phù hợp với từng làn da."
"Trang Về chúng tôi","about_pillar_2_title","Pillar 2 — Tiêu đề","text","Có","Liệu trình chuyên sâu","Liệu trình chuyên sâu"
"Trang Về chúng tôi","about_pillar_2_body","Pillar 2 — Mô tả","textarea","Có","Điều trị tại phòng trị liệu SKIN HEALTH BEAUTY với phác đồ cá nhân hóa 1:1 bởi chuyên gia.","Điều trị tại phòng trị liệu SKIN HEALTH BEAUTY với phác đồ cá nhân hóa 1:1 bởi chuyên gia."
"Trang Về chúng tôi","about_pillar_3_title","Pillar 3 — Tiêu đề","text","Có","Kết quả bền vững","Kết quả bền vững"
"Trang Về chúng tôi","about_pillar_3_body","Pillar 3 — Mô tả","textarea","Có","Sự kết hợp hoàn hảo giữa sản phẩm đúng và liệu trình đúng tạo nền tảng da khỏe lâu dài.","Sự kết hợp hoàn hảo giữa sản phẩm đúng và liệu trình đúng — tạo nền tảng da khỏe lâu dài."
"Trang Về chúng tôi","about_method_eyebrow","Eyebrow nhỏ","text","Có","Hành trình cùng bạn","Hành trình cùng bạn"
"Trang Về chúng tôi","about_method_title","Tiêu đề section","text","Có","Từ Mua sắm đến Điều trị — Hệ sinh thái hoàn chỉnh","Từ Mua sắm đến Điều trị — Hệ sinh thái hoàn chỉnh"
"Trang Về chúng tôi","about_method_cert_text","Nhãn chứng nhận","text","Có","Tư vấn & soi da miễn phí tại Hà Nội — đặt lịch ngay hôm nay","Tư vấn & soi da miễn phí tại Hà Nội — đặt lịch ngay hôm nay"
"Trang Về chúng tôi","about_method_cert_url","Link nhãn chứng nhận","text","Có","/dat-lich-tu-van","/dat-lich-tu-van"
"Trang Về chúng tôi","about_step_1_title","Bước 1 — Tiêu đề","text","Có","Mua sắm đúng sản phẩm","Mua sắm đúng sản phẩm"
"Trang Về chúng tôi","about_step_1_body","Bước 1 — Mô tả","textarea","Có","400+ thương hiệu dược mỹ phẩm nhập khẩu chính ngạch, được chuyên gia tư vấn lựa chọn phù hợp với tình trạng da và mục tiêu điều trị của riêng bạn.","400+ thương hiệu dược mỹ phẩm nhập khẩu chính ngạch — được chuyên gia tư vấn lựa chọn phù hợp với tình trạng da và mục tiêu điều trị của riêng bạn."
"Trang Về chúng tôi","about_step_2_title","Bước 2 — Tiêu đề","text","Có","Điều trị tại phòng trị liệu","Điều trị tại phòng trị liệu"
"Trang Về chúng tôi","about_step_2_body","Bước 2 — Mô tả","textarea","Có","SKIN HEALTH BEAUTY cung cấp liệu trình chuyên sâu, cá nhân hóa 1:1, chỉ sử dụng sản phẩm dược mỹ phẩm chính hãng đã kiểm định, đảm bảo an toàn và hiệu quả tối ưu.","SKIN HEALTH BEAUTY cung cấp liệu trình chuyên sâu, cá nhân hóa 1:1, chỉ sử dụng sản phẩm dược mỹ phẩm chính hãng đã kiểm định — đảm bảo an toàn và hiệu quả tối ưu."
"Trang Về chúng tôi","about_step_3_title","Bước 3 — Tiêu đề","text","Có","Duy trì kết quả tại nhà","Duy trì kết quả tại nhà"
"Trang Về chúng tôi","about_step_3_body","Bước 3 — Mô tả","textarea","Có","Chuyên gia xây dựng routine skincare cá nhân hóa để duy trì và tăng cường hiệu quả sau liệu trình, tạo vòng lặp chăm sóc da bền vững, không đứt đoạn.","Chuyên gia xây dựng routine skincare cá nhân hóa để duy trì và tăng cường hiệu quả sau liệu trình — tạo vòng lặp chăm sóc da bền vững, không đứt đoạn."
"Trang Về chúng tôi","about_team_eyebrow","Eyebrow nhỏ","text","Có","Đội ngũ SKIN HEALTH BEAUTY","Đội ngũ SKIN HEALTH BEAUTY"
"Trang Về chúng tôi","about_team_title","Tiêu đề section","text","Có","Chuyên gia tận tâm, Đồng hành cùng làn da của bạn","Chuyên gia tận tâm — Đồng hành cùng làn da của bạn"
"Trang Về chúng tôi","about_team_subtitle","Phụ đề","text","Có","Mỗi chuyên gia tại SKIN HEALTH BEAUTY đều được đào tạo bài bản, cam kết tư vấn và điều trị cá nhân hóa 1:1 cho từng khách hàng.","Mỗi chuyên gia tại SKIN HEALTH BEAUTY đều được đào tạo bài bản, cam kết tư vấn và điều trị cá nhân hóa 1:1 cho từng khách hàng."
"Trang Về chúng tôi","about_expert_1_img","Chuyên gia 1 — Ảnh","image","Chưa","",""
"Trang Về chúng tôi","about_expert_1_name","Chuyên gia 1 — Tên","text","Có","Chuyên gia Nguyễn Phương Anh","Chuyên gia Nguyễn Phương Anh"
"Trang Về chúng tôi","about_expert_1_role","Chuyên gia 1 — Chức danh","text","Có","Giám đốc Chuyên môn","Giám đốc Chuyên môn"
"Trang Về chúng tôi","about_expert_1_desc","Chuyên gia 1 — Mô tả","textarea","Có","Hơn 10 năm kinh nghiệm tư vấn và điều trị da liễu, chuyên sâu về liệu trình điều trị nám và lão hóa da.","Hơn 10 năm kinh nghiệm tư vấn và điều trị da liễu — chuyên sâu về liệu trình điều trị nám và lão hóa da."
"Trang Về chúng tôi","about_expert_2_img","Chuyên gia 2 — Ảnh","image","Chưa","",""
"Trang Về chúng tôi","about_expert_2_name","Chuyên gia 2 — Tên","text","Có","Chuyên gia Trần Minh Châu","Chuyên gia Trần Minh Châu"
"Trang Về chúng tôi","about_expert_2_role","Chuyên gia 2 — Chức danh","text","Có","Chuyên gia Điều trị Da","Chuyên gia Điều trị Da"
"Trang Về chúng tôi","about_expert_2_desc","Chuyên gia 2 — Mô tả","textarea","Có","Chuyên sâu về liệu trình điều trị mụn và sẹo, xây dựng phác đồ cá nhân hóa theo từng tình trạng da.","Chuyên sâu về liệu trình điều trị mụn và sẹo — xây dựng phác đồ cá nhân hóa theo từng tình trạng da."
"Trang Về chúng tôi","about_expert_3_img","Chuyên gia 3 — Ảnh","image","Chưa","",""
"Trang Về chúng tôi","about_expert_3_name","Chuyên gia 3 — Tên","text","Có","Chuyên gia Lê Thu Trang","Chuyên gia Lê Thu Trang"
"Trang Về chúng tôi","about_expert_3_role","Chuyên gia 3 — Chức danh","text","Có","Chuyên gia Tư vấn & Soi Da","Chuyên gia Tư vấn & Soi Da"
"Trang Về chúng tôi","about_expert_3_desc","Chuyên gia 3 — Mô tả","textarea","Có","Tư vấn xây dựng routine skincare cá nhân hóa từ hơn 400 thương hiệu dược mỹ phẩm chính hãng.","Tư vấn xây dựng routine skincare cá nhân hóa từ hơn 400 thương hiệu dược mỹ phẩm chính hãng."
"Trang Về chúng tôi","about_expert_4_img","Chuyên gia 4 — Ảnh","image","Chưa","",""
"Trang Về chúng tôi","about_expert_4_name","Chuyên gia 4 — Tên","text","Có","Chuyên gia Vũ Hà Phương","Chuyên gia Vũ Hà Phương"
"Trang Về chúng tôi","about_expert_4_role","Chuyên gia 4 — Chức danh","text","Có","Chuyên gia Thẩm mỹ Lâm sàng","Chuyên gia Thẩm mỹ Lâm sàng"
"Trang Về chúng tôi","about_expert_4_desc","Chuyên gia 4 — Mô tả","textarea","Có","Ứng dụng công nghệ điều trị hiện đại trong liệu trình tái tạo da và cải thiện kết cấu da.","Ứng dụng công nghệ điều trị hiện đại trong liệu trình tái tạo da và cải thiện kết cấu da."
"Trang Về chúng tôi","about_lab_bg_img","Ảnh nền Lab","image","Chưa","",""
"Trang Về chúng tôi","about_lab_title","Tiêu đề","text","Có","Phòng trị liệu SKIN HEALTH BEAUTY","Phòng trị liệu SKIN HEALTH BEAUTY"
"Trang Về chúng tôi","about_lab_body","Mô tả","textarea","Có","Tại Hà Nội, chúng tôi cung cấp dịch vụ tư vấn và soi da miễn phí, bước đầu tiên để hiểu đúng tình trạng da và xây dựng phác đồ điều trị phù hợp nhất. Chỉ sử dụng sản phẩm dược mỹ phẩm chính hãng từ hơn 400 thương hiệu toàn cầu, đảm bảo an toàn và hiệu quả tối ưu.","Tại Hà Nội, chúng tôi cung cấp dịch vụ tư vấn và soi da miễn phí — bước đầu tiên để hiểu đúng tình trạng da và xây dựng phác đồ điều trị phù hợp nhất. Chỉ sử dụng sản phẩm dược mỹ phẩm chính hãng từ hơn 400 thương hiệu toàn cầu — đảm bảo an toàn và hiệu quả tối ưu."
"Trang Về chúng tôi","about_lab_badge_1","Badge 1","text","Có","Tư vấn 1:1 cá nhân hóa","Tư vấn 1:1 cá nhân hóa"
"Trang Về chúng tôi","about_lab_badge_2","Badge 2","text","Có","Soi da miễn phí","Soi da miễn phí"
"Trang Về chúng tôi","about_lab_badge_3","Badge 3","text","Có","Sản phẩm chính hãng 100%","Sản phẩm chính hãng 100%"
"Trang Về chúng tôi","about_lab_badge_4","Badge 4","text","Có","Liệu trình chuẩn khoa học","Liệu trình chuẩn khoa học"
"Trang Về chúng tôi","about_ing_eyebrow","Eyebrow nhỏ","text","Có","400+ thương hiệu toàn cầu","400+ thương hiệu toàn cầu"
"Trang Về chúng tôi","about_ing_title","Tiêu đề","text","Có","Hoạt chất kiểm chứng lâm sàng — Nguồn gốc chính ngạch","Hoạt chất kiểm chứng lâm sàng — Nguồn gốc chính ngạch"
"Trang Về chúng tôi","about_ing_menu","Menu hoạt chất","link_list","Có","mua-sam-theo-thanh-phan",""
"Trang Về chúng tôi","about_cta_title","Tiêu đề CTA","text","Có","Sẵn sàng cho một làn da mới?","Sẵn sàng cho một làn da mới?"
"Trang Về chúng tôi","about_cta_body","Mô tả CTA","textarea","Có","Hãy đặt lịch tư vấn và soi da miễn phí tại Hà Nội ngay hôm nay.","Hãy đặt lịch tư vấn và soi da miễn phí tại Hà Nội ngay hôm nay."
"Trang Về chúng tôi","about_cta_btn1_text","Nút chính — Văn bản","text","Có","NHẤN VÀO ĐÂY ĐỂ CHAT VỚI CHUYÊN GIA","NHẤN VÀO ĐÂY ĐỂ CHAT VỚI CHUYÊN GIA"
"Trang Về chúng tôi","about_cta_btn1_url","Nút chính — Link","text","Có","https://zalo.me/0967194063","/dat-lich-tu-van"
"Trang Về chúng tôi","about_cta_btn2_text","Nút phụ — Văn bản","text","Có","Khám phá sản phẩm","Khám phá sản phẩm"
"Trang Về chúng tôi","about_cta_btn2_url","Nút phụ — Link","text","Có","/collections/all","/collections/all"
"Trang Về chúng tôi","about_contact_eyebrow","Nhãn nhỏ trên tiêu đề","text","Có","Liên hệ với chúng tôi","Liên hệ với chúng tôi"
"Trang Về chúng tôi","about_contact_title","Tiêu đề section","text","Có","Chúng tôi luôn sẵn sàng hỗ trợ bạn","Chúng tôi luôn sẵn sàng hỗ trợ bạn"
"Trang Về chúng tôi","about_contact_form_title","Tiêu đề form","text","Có","Gửi tin nhắn cho chúng tôi","Gửi tin nhắn cho chúng tôi"
"Trang Về chúng tôi","about_contact_btn_text","Nút gửi — Văn bản","text","Có","Gửi tin nhắn","Gửi tin nhắn"
"Trang Về chúng tôi","about_contact_address","Địa chỉ văn phòng","text","Có","Phòng trị liệu da chuyên nghiệp 1:1 (Skin Health Beauty) Địa chỉ: Số 44 Ngõ 897 Giải Phóng, Hoàng Mai, Hà Nội","235 Hoàng Quốc Việt, Nghĩa Đô, Hà Nội"
"Trang Về chúng tôi","about_contact_phone","Số điện thoại","text","Có","0967194063","0934 567 243"
"Trang Về chúng tôi","about_contact_email","Email liên hệ","text","Có","support@pharmacosmetics-vn.com","metatwinvn@gmail.com"
"Trang Về chúng tôi","about_contact_hours","Giờ làm việc","text","Có","6h30 - 21h30 (cả chủ nhật & ngày lễ)","Thứ 2 - Thứ 6: 8:00 - 17:30"
"Trang Thành phần hoạt tính","ing_concern_menu","Menu tình trạng da","link_list","Có","tinh-trang-lan-da",""
"Trang Thành phần hoạt tính","ing_ingredient_menu","Menu thành phần (linklist)","link_list","Có","thanh-phan-hoat-chat",""
"Trang Thành phần hoạt tính","ing_page_limit","Số SP mỗi nhóm","select","Có","6","8"
"Trang Thành phần hoạt tính","ing_page_viewall_enable","Hiển thị nút Xem tất cả","checkbox","Chưa","","true"
"Trang Thành phần hoạt tính","ing_page_collections","Danh sách nhóm thành phần","text","Chưa","",""
"Trang Thành phần hoạt tính","ing_page_col_1_enable","Bật nhóm 1","checkbox","Chưa","","false"
"Trang Thành phần hoạt tính","ing_page_col_1","Collection nhóm 1","collection","Chưa","",""
"Trang Thành phần hoạt tính","ing_page_col_2_enable","Bật nhóm 2","checkbox","Chưa","","false"
"Trang Thành phần hoạt tính","ing_page_col_2","Collection nhóm 2","collection","Chưa","",""
"Trang Thành phần hoạt tính","ing_page_col_3_enable","Bật nhóm 3","checkbox","Chưa","","false"
"Trang Thành phần hoạt tính","ing_page_col_3","Collection nhóm 3","collection","Chưa","",""
"Trang Thành phần hoạt tính","ing_page_col_4_enable","Bật nhóm 4","checkbox","Chưa","","false"
"Trang Thành phần hoạt tính","ing_page_col_4","Collection nhóm 4","collection","Chưa","",""
"Trang Thành phần hoạt tính","ing_page_col_5_enable","Bật nhóm 5","checkbox","Chưa","","false"
"Trang Thành phần hoạt tính","ing_page_col_5","Collection nhóm 5","collection","Chưa","",""
"Trang Thành phần hoạt tính","ing_page_col_6_enable","Bật nhóm 6","checkbox","Chưa","","false"
"Trang Thành phần hoạt tính","ing_page_col_6","Collection nhóm 6","collection","Chưa","",""
"Trang Thành phần hoạt tính","ing_page_col_7_enable","Bật nhóm 7","checkbox","Chưa","","false"
"Trang Thành phần hoạt tính","ing_page_col_7","Collection nhóm 7","collection","Chưa","",""
"Trang Thành phần hoạt tính","ing_page_col_8_enable","Bật nhóm 8","checkbox","Chưa","","false"
"Trang Thành phần hoạt tính","ing_page_col_8","Collection nhóm 8","collection","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_brand_name","Tên thương hiệu","text","Có","Skin Health Beauty by Pharma Cosmetics","Skin Health Beauty by Pharma Cosmetics"
"Skin Healthy — Cấu hình Theme","skinhealthy_logo","Logo thương hiệu","image","Có","https://bizweb.dktcdn.net/100/415/053/theme_temp/1137559/assets/screenshot-2026-06-20-105458-233ab50d-53fe-466e-bcad-020ead056219.png?1781940387195",""
"Skin Healthy — Cấu hình Theme","skinhealthy_main_color","Màu chủ đạo (Peach accent)","color","Có","#D79A7D","#D79A7D"
"Skin Healthy — Cấu hình Theme","skinhealthy_accent_color","Màu nhấn (Ink)","color","Có","#13241F","#13241F"
"Skin Healthy — Cấu hình Theme","skinhealthy_bg_color","Màu nền trang (Ivory)","color","Có","#F8FAF7","#F8FAF7"
"Skin Healthy — Cấu hình Theme","skinhealthy_favicon","Favicon trình duyệt","image","Có","https://bizweb.dktcdn.net/100/415/053/theme_temp/1137559/assets/screenshot-2026-06-20-105458-79e35255-db9a-4f5c-be35-22aa870fd054.png?1781940387195",""
"Skin Healthy — Cấu hình Theme","skinhealthy_home_page","Trang chủ Skin Healthy","page","Có","skin-health-beauty",""
"Skin Healthy — Cấu hình Theme","skinhealthy_services_page","Trang danh sách dịch vụ","page","Có","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_booking_page","Trang đặt lịch / MOPS","page","Có","dat-lich-tu-van",""
"Skin Healthy — Cấu hình Theme","skinhealthy_detail_url","Prefix URL trang chi tiết dịch vụ","text","Có","/skin-health-beauty-chi-tiet",""
"Skin Healthy — Cấu hình Theme","skinhealthy_services_url","URL dịch vụ (fallback thủ công)","text","Có","/dich-vu-skin-healthy-beauty",""
"Skin Healthy — Cấu hình Theme","skinhealthy_announce","Thông báo (announcement bar)","text","Có","Soi da miễn phí, đặt lịch ngay hôm nay",""
"Skin Healthy — Cấu hình Theme","skinhealthy_logo_height_desktop","Chiều cao logo PC (px)","text","Có","56","56"
"Skin Healthy — Cấu hình Theme","skinhealthy_logo_height_mobile","Chiều cao logo Mobile (px)","text","Có","36","36"
"Skin Healthy — Cấu hình Theme","skinhealthy_drawer_blur","Hiệu ứng blur nền drawer menu","checkbox","Có","true","true"
"Skin Healthy — Cấu hình Theme","skinhealthy_location_icon","Icon vị trí (header)","image","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_nav_menu","Menu trái (header + drawer)","link_list","Có","skinhealthy-nav",""
"Skin Healthy — Cấu hình Theme","skinhealthy_nav_right_menu","Menu phải (header)","link_list","Có","skinhealthy-nav-right",""
"Skin Healthy — Cấu hình Theme","skinhealthy_hero_img","Ảnh nền Hero","image","Có","https://bizweb.dktcdn.net/100/415/053/theme_temp/1137603/assets/653708790-1341011768050839-5806515259239404113-n-c53165d7-1aa8-4d46-87dc-dc3123bf7cd5.jpg?1781968507958",""
"Skin Healthy — Cấu hình Theme","skinhealthy_hero_eyebrow","Eyebrow (dòng nhỏ trên tiêu đề)","text","Có","Skin Health Beauty by Pharma Cosmetics","Skin Healthy"
"Skin Healthy — Cấu hình Theme","skinhealthy_hero_title","Tiêu đề chính H1","text","Có","Khoa Học Vì Làn Da","Khoa Học Vì Làn Da"
"Skin Healthy — Cấu hình Theme","skinhealthy_hero_cta_text","Nút CTA — nội dung","text","Có","Khám phá ngay","Khám phá ngay"
"Skin Healthy — Cấu hình Theme","skinhealthy_hero_cta_url","Nút CTA — đường dẫn","text","Có","/dat-lich-tu-van",""
"Skin Healthy — Cấu hình Theme","skinhealthy_hero_sub","Phụ đề Hero","textarea","Có","Khoa học vì làn da — Kết quả bền vững từ phác đồ cá nhân hóa tuyệt đối.","Khoa học vì làn da — Kết quả bền vững từ phác đồ cá nhân hóa tuyệt đối."
"Skin Healthy — Cấu hình Theme","skinhealthy_concern_menu","Menu nhu cầu da","link_list","Có","tinh-trang-lan-da",""
"Skin Healthy — Cấu hình Theme","skinhealthy_cat_menu","Menu danh mục","link_list","Có","thanh-phan-hoat-chat",""
"Skin Healthy — Cấu hình Theme","skinhealthy_programs_menu","Menu liệu trình","link_list","Có","dieu-tri-chuyen-nghiep",""
"Skin Healthy — Cấu hình Theme","skinhealthy_programs_url","Link trang liệu trình","text","Có","/dat-lich-tu-van",""
"Skin Healthy — Cấu hình Theme","skinhealthy_edit_img","Ảnh phòng khám 1","image","Có","https://bizweb.dktcdn.net/100/415/053/theme_temp/1137603/assets/2aoboqetkopezhivsoswljhbexohzl3qg5hyo2kg-1-f6863fe5-218d-4649-9936-958c213dc7f1.jpg?1781968789455",""
"Skin Healthy — Cấu hình Theme","skinhealthy_edit_img_2","Ảnh phòng khám 2","image","Có","https://bizweb.dktcdn.net/100/415/053/theme_temp/1137603/assets/2aoboqetkpddekyixy7lpni6hzegwue4iwh8t1qi-1-a1382217-f576-4050-bcfb-1abf63b42b07.jpg?1781968789455",""
"Skin Healthy — Cấu hình Theme","skinhealthy_edit_img_3","Ảnh phòng khám 3","image","Có","https://bizweb.dktcdn.net/100/415/053/theme_temp/1137603/assets/2aoboqetkpk5ppgeegxkw8mryubmpvytmejgtxtm-1-15de1449-044f-4b1b-9c35-aed079c18235.jpg?1781968789455",""
"Skin Healthy — Cấu hình Theme","skinhealthy_edit_img_4","Ảnh phòng khám 4","image","Có","https://bizweb.dktcdn.net/100/415/053/theme_temp/1137603/assets/2aoboqetkp241xcttigznwow52jcnblp9vheqyic-fcfc9afc-9529-413c-85ac-fe82e21daad9.jpg?1781968789455",""
"Skin Healthy — Cấu hình Theme","skinhealthy_edit_img_5","Ảnh phòng khám 5","image","Có","https://bizweb.dktcdn.net/100/415/053/theme_temp/1137603/assets/2aoboqetkpxxneefsukr3kjkx1aaqbadod6z6xks-da4626be-104e-4bf7-8ac0-9b7abc2f8ce0.jpg?1781968789455",""
"Skin Healthy — Cấu hình Theme","skinhealthy_edit_eyebrow","Eyebrow","text","Có","Phương pháp khoa học","Phương pháp khoa học"
"Skin Healthy — Cấu hình Theme","skinhealthy_edit_title","Tiêu đề","text","Có","Chẩn đoán da<br><em>cá nhân hóa</em>","Chẩn đoán da<br><em>cá nhân hóa</em>"
"Skin Healthy — Cấu hình Theme","skinhealthy_edit_desc","Mô tả","textarea","Có","Mỗi làn da là duy nhất. Chúng tôi xây dựng routine chính xác dựa trên trạng thái da thực tế của bạn. Không phải xu hướng.","Mỗi làn da là duy nhất. Chúng tôi xây dựng routine chính xác dựa trên trạng thái da thực tế của bạn — không phải xu hướng."
"Skin Healthy — Cấu hình Theme","skinhealthy_edit_cta_text","Nút CTA — nội dung","text","Có","Đặt lịch tư vấn","Đặt lịch tư vấn"
"Skin Healthy — Cấu hình Theme","skinhealthy_edit_cta_url","Nút CTA — đường dẫn","text","Có","/dat-lich-tu-van",""
"Skin Healthy — Cấu hình Theme","skinhealthy_clinic_video_id","Video Guided Tour (YouTube ID)","text","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_clinic_video_label","Nhãn nút xem video","text","Chưa","","Xem video giới thiệu không gian trị liệu"
"Skin Healthy — Cấu hình Theme","skinhealthy_clinic_diag_title","Tab Chẩn đoán — tiêu đề","text","Có","Phòng Chẩn Đoán 1:1","Phòng Chẩn Đoán 1:1"
"Skin Healthy — Cấu hình Theme","skinhealthy_clinic_diag_desc","Tab Chẩn đoán — mô tả","textarea","Có","Không gian tư vấn độc quyền — chỉ bạn và chuyên gia. Thiết bị phân tích da công nghệ cao, kết quả chính xác đến từng lớp biểu bì.","Không gian tư vấn độc quyền — chỉ bạn và chuyên gia. Thiết bị phân tích da công nghệ cao, kết quả chính xác đến từng lớp biểu bì."
"Skin Healthy — Cấu hình Theme","skinhealthy_clinic_lab_title","Tab Lab — tiêu đề","text","Có","Lab Pha Chế Hoạt Chất","Lab Pha Chế Hoạt Chất"
"Skin Healthy — Cấu hình Theme","skinhealthy_clinic_lab_desc","Tab Lab — mô tả","textarea","Có","Phòng pha chế hoạt chất đạt chuẩn vô khuẩn y tế — nơi mỗi đơn điều trị được chuẩn bị riêng với nồng độ chính xác đến từng milligram.","Phòng pha chế hoạt chất đạt chuẩn vô khuẩn y tế — nơi mỗi đơn điều trị được chuẩn bị riêng với nồng độ chính xác đến từng milligram."
"Skin Healthy — Cấu hình Theme","skinhealthy_clinic_therapy_title","Tab Trị liệu — tiêu đề","text","Có","Phòng Trị Liệu Riêng Tư","Phòng Trị Liệu Riêng Tư"
"Skin Healthy — Cấu hình Theme","skinhealthy_clinic_therapy_desc","Tab Trị liệu — mô tả","textarea","Có","Không gian trị liệu khép kín — ánh sáng thiết kế riêng cho từng liệu pháp, âm thanh cách âm hoàn toàn, thiết bị điều trị thế hệ mới.","Không gian trị liệu khép kín — ánh sáng thiết kế riêng cho từng liệu pháp, âm thanh cách âm hoàn toàn, thiết bị điều trị thế hệ mới."
"Skin Healthy — Cấu hình Theme","skinhealthy_ing_url","Link thư viện hoạt chất","text","Có","/thanh-phan-hoat-tinh","/thanh-phan-hoat-tinh"
"Skin Healthy — Cấu hình Theme","skinhealthy_pharma_eyebrow","Dòng chữ nhỏ liên kết thương hiệu","text","Chưa","","Một sản phẩm của Pharma Cosmetics"
"Skin Healthy — Cấu hình Theme","skinhealthy_pharma_desc","Mô tả liên kết Pharma Cosmetics","textarea","Chưa","","Pharma Cosmetics là nền tảng dược mỹ phẩm toàn cầu, cung cấp giải pháp dựa trên khoa học và dữ liệu để đồng hành cùng quá trình trị liệu tại spa."
"Skin Healthy — Cấu hình Theme","skinhealthy_cat_1_before","Nhóm 1 — Ảnh Trước","image","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_cat_1_after","Nhóm 1 — Ảnh Sau","image","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_cat_2_before","Nhóm 2 — Ảnh Trước","image","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_cat_2_after","Nhóm 2 — Ảnh Sau","image","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_cat_3_before","Nhóm 3 — Ảnh Trước","image","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_cat_3_after","Nhóm 3 — Ảnh Sau","image","Chưa","",""
